player_id,player_display_name,position,team,week,attempts,passing_yards,carries,rushing_yards,targets,receptions,receiving_yards
00-0027962,Cameron Jordan,LB,NO,4,0,0,0,0,0,0,0
00-0027969,Cameron Heyward,DE,PIT,4,0,0,0,0,0,0,0
00-0027973,Andy Dalton,QB,CAR,4,6,58,0,0,0,0,0
00-0028292,Nick Bellore,LB,WAS,4,0,0,0,0,0,0,0
00-0028872,Johnny Hekker,P,TEN,4,0,0,0,0,0,0,0
00-0029255,Bobby Wagner,MLB,WAS,4,0,0,0,0,0,0,0
00-0029263,Russell Wilson,QB,NYG,4,1,8,0,0,0,0,0
00-0029562,Lavonte David,OLB,TB,4,0,0,0,0,0,0,0
00-0029592,Kevin Zeitler,G,TEN,4,0,0,0,0,0,0,0
00-0029606,Harrison Smith,FS,MIN,4,0,0,0,0,0,0,0
00-0029607,Demario Davis,OLB,NO,4,0,0,0,0,0,0,0
00-0029685,Greg Van Roten,G,NYG,4,0,0,0,0,0,0,0
00-0029692,Bryan Anger,P,DAL,4,0,0,0,0,0,0,0
00-0029822,Brandon McManus,K,GB,4,0,0,0,0,0,0,0
00-0029892,Kyle Juszczyk,FB,SF,4,0,0,0,0,3,3,32
00-0030035,Adam Thielen,WR,MIN,4,0,0,0,0,2,2,11
00-0030061,Zach Ertz,TE,WAS,4,0,0,0,0,4,2,21
00-0030062,Darius Slay,CB,PIT,4,0,0,0,0,0,0,0
00-0030070,John Jenkins,DT,BAL,4,0,0,0,0,0,0,0
00-0030092,Sam Martin,P,CAR,4,0,0,0,0,0,0,0
00-0030140,Tress Way,P,WAS,4,0,0,0,0,0,0,0
00-0030279,Keenan Allen,WR,LAC,4,0,0,0,0,7,5,37
00-0030294,Tony Jefferson,S,LAC,4,0,0,0,0,0,0,0
00-0030506,Travis Kelce,TE,KC,4,0,0,0,0,5,5,48
00-0030564,DeAndre Hopkins,WR,BAL,4,0,0,0,0,1,0,0
00-0030565,Geno Smith,QB,LV,4,21,117,4,31,0,0,0
00-0030757,Mike Pennel,DT,CIN,4,0,0,0,0,0,0,0
00-0031054,DaQuan Jones,DT,BUF,4,0,0,0,0,0,0,0
00-0031136,Chris Boswell,K,PIT,4,0,0,0,0,0,0,0
00-0031177,Brent Urban,DE,BAL,4,0,0,0,0,0,0,0
00-0031203,Cairo Santos,K,CHI,4,0,0,0,0,0,0,0
00-0031236,Brandin Cooks,WR,NO,4,0,0,0,0,4,3,22
00-0031270,Shelby Harris,DE,CLE,4,0,0,0,0,0,0,0
00-0031357,C.J. Goodwin,CB,DAL,4,0,0,0,0,0,0,0
00-0031364,Jadeveon Clowney,DE,DAL,4,0,0,0,0,0,0,0
00-0031381,Davante Adams,WR,LA,4,0,0,0,0,6,4,56
00-0031411,DeMarcus Lawrence,LB,SEA,4,0,0,0,0,0,0,0
00-0031484,Chris Manhertz,TE,NYG,4,0,0,0,0,0,0,0
00-0031492,Jason Myers,K,SEA,4,0,0,0,0,0,0,0
00-0031550,Shaq Thompson,OLB,BUF,4,0,0,0,0,0,0,0
00-0031551,Eddie Goldman,NT,WAS,4,0,0,0,0,0,0,0
00-0031557,Jordan Phillips,DT,BUF,4,0,0,0,0,0,0,0
00-0031565,Danielle Hunter,DE,HOU,4,0,0,0,0,0,0,0
00-0031576,Za'Darius Smith,DE,PHI,4,0,0,0,0,0,0,0
00-0031588,Stefon Diggs,WR,NE,4,0,0,0,0,7,6,101
00-0031608,Quandre Diggs,S,TEN,4,0,0,0,0,0,0,0
00-0031610,Darren Waller,TE,MIA,4,0,0,0,0,4,3,27
00-0031687,Raheem Mostert,RB,LV,4,0,0,4,62,1,1,11
00-0031740,Neville Hewitt,LB,NYG,4,0,0,0,0,0,0,0
00-0031763,DeAndre Carter,WR,CLE,4,0,0,0,0,0,0,0
00-0031898,Alex Singleton,LB,DEN,4,0,0,0,0,0,0,0
00-0031933,Leonard Williams,DE,SEA,4,0,0,0,0,0,0,0
00-0032052,Dante Fowler Jr.,DE,DAL,4,0,0,0,0,0,0,0
00-0032065,Bradley Pinion,P,ATL,4,0,0,0,0,0,0,0
00-0032146,Bud Dupree,OLB,LAC,4,0,0,0,0,0,0,0
00-0032164,Arik Armstead,DE,JAX,4,0,0,0,0,0,0,0
00-0032211,Tyler Lockett,WR,TEN,4,0,0,0,0,4,0,0
00-0032265,Mario Edwards,DE,HOU,4,0,0,0,0,0,0,0
00-0032268,Marcus Mariota,QB,WAS,4,27,156,2,20,0,0,0
00-0032378,DeForest Buckner,DT,IND,4,0,0,0,0,0,0,0
00-0032381,Taylor Decker,OT,DET,4,0,0,0,0,0,0,0
00-0032385,Sterling Shepard,WR,TB,4,0,0,1,6,4,2,14
00-0032387,Jarran Reed,DT,SEA,4,0,0,0,0,0,0,0
00-0032392,Austin Hooper,TE,NE,4,0,0,0,0,1,1,24
00-0032398,Chris Moore,WR,WAS,4,0,0,1,9,3,0,0
00-0032415,Matthew Judon,OLB,MIA,4,0,0,0,0,0,0,0
00-0032424,DJ Reader,DT,DET,4,0,0,0,0,0,0,0
00-0032442,Elandon Roberts,OLB,LV,4,0,0,0,0,0,0,0
00-0032445,Ted Karras,G,CIN,4,0,0,0,0,0,0,0
00-0032464,Kalif Raymond,WR,DET,4,0,0,0,0,3,2,13
00-0032497,Reid Ferguson,LS,BUF,4,0,0,0,0,0,0,0
00-0032521,Mike Hilton,CB,IND,4,0,0,0,0,0,0,0
00-0032569,Wil Lutz,K,DEN,4,0,0,0,0,0,0,0
00-0032701,Jake Brendel,C,SF,4,0,0,0,0,0,0,0
00-0032726,Ka'imi Fairbairn,K,HOU,4,0,0,0,0,0,0,0
00-0032759,Sheldon Rankins,DT,HOU,4,0,0,0,0,0,0,0
00-0032762,Chris Jones,DE,KC,4,0,0,0,0,0,0,0
00-0032763,Austin Johnson,NT,JAX,4,0,0,0,0,0,0,0
00-0032764,Derrick Henry,RB,BAL,4,0,0,8,42,3,2,16
00-0032775,Demarcus Robinson,WR,SF,4,0,0,0,0,2,1,20
00-0032889,A'Shawn Robinson,DT,CAR,4,0,0,0,0,0,0,0
00-0032933,Antonio Hamilton,CB,WAS,4,0,0,0,0,0,0,0
00-0032943,Riley Dixon,P,TB,4,0,0,0,0,0,0,0
00-0032950,Carson Wentz,QB,MIN,4,46,350,2,12,0,0,0
00-0033038,Eric Murray,S,JAX,4,0,0,0,0,0,0,0
00-0033040,Tyreek Hill,WR,MIA,4,0,0,0,0,6,6,67
00-0033046,Jihad Ward,LB,TEN,4,0,0,0,0,0,0,0
00-0033050,Xavien Howard,CB,IND,4,0,0,0,0,0,0,0
00-0033051,David Onyemata,DT,ATL,4,0,0,0,0,0,0,0
00-0033055,Jalen Ramsey,CB,PIT,4,0,0,0,0,0,0,0
00-0033066,Andrew Billings,DT,CHI,4,0,0,0,0,0,0,0
00-0033072,Leonard Floyd,DE,ATL,4,0,0,0,0,0,0,0
00-0033073,Emmanuel Ogbah,DE,JAX,4,0,0,0,0,0,0,0
00-0033077,Dak Prescott,QB,DAL,4,40,319,1,2,0,0,0
00-0033090,Hunter Henry,TE,NE,4,0,0,0,0,2,2,39
00-0033106,Jared Goff,QB,DET,4,27,168,0,0,0,0,0
00-0033109,Javon Hargrave,NT,MIN,4,0,0,0,0,0,0,0
00-0033110,Tyler Higbee,TE,LA,4,0,0,0,0,5,2,25
00-0033120,Kenny Clark,NT,DAL,4,0,0,0,0,0,0,0
00-0033131,Maliek Collins,DT,CLE,4,0,0,0,0,0,0,0
00-0033132,Kevin Byard,FS,CHI,4,0,0,0,0,0,0,0
00-0033156,Joey Bosa,DE,BUF,4,0,0,0,0,0,0,0
00-0033246,Johnny Mundt,TE,JAX,4,0,0,0,0,1,0,0
00-0033269,Rigoberto Sanchez,P,IND,4,0,0,0,0,0,0,0
00-0033280,Christian McCaffrey,RB,SF,4,0,0,17,49,11,6,92
00-0033281,Marlon Humphrey,CB,BAL,4,0,0,0,0,0,0,0
00-0033282,Curtis Samuel,WR,BUF,4,0,0,0,0,2,1,9
00-0033294,Chuck Clark,SAF,PIT,4,0,0,0,0,0,0,0
00-0033297,D.J. Jones,DT,DEN,4,0,0,0,0,0,0,0
00-0033303,Harrison Butker,K,KC,4,0,0,0,0,0,0,0
00-0033307,Kendrick Bourne,WR,SF,4,0,0,0,0,4,1,17
00-0033336,Eric Wilson,LB,MIN,4,0,0,0,0,0,0,0
00-0033347,Josh Tupou,DT,BAL,4,0,0,0,0,0,0,0
00-0033375,Tim Patrick,WR,JAX,4,0,0,0,0,1,1,-1
00-0033381,Adam Butler,DT,LV,4,0,0,0,0,0,0,0
00-0033523,Jonathan Allen,DE,MIN,4,0,0,0,0,0,0,0
00-0033526,Samaje Perine,RB,CIN,4,0,0,1,4,1,0,0
00-0033546,Dalvin Tomlinson,DE,ARI,4,0,0,0,0,0,0,0
00-0033548,Chidobe Awuzie,CB,BAL,4,0,0,0,0,0,0,0
00-0033551,Rasul Douglas,CB,MIA,4,0,0,0,0,0,0,0
00-0033555,Mack Hollins,WR,NE,4,0,0,0,0,1,1,4
00-0033572,Jamal Agnew,WR,ATL,4,0,0,0,0,0,0,0
00-0033576,Eric Saubert,TE,SEA,4,0,0,0,0,0,0,0
00-0033579,Xavier Woods,FS,TEN,4,0,0,0,0,0,0,0
00-0033589,David Moore,WR,CAR,4,0,0,1,12,0,0,0
00-0033595,Pat O'Connor,DE,DET,4,0,0,0,0,0,0,0
00-0033662,Cooper Rush,QB,BAL,4,13,52,0,0,0,0,0
00-0033729,Cameron Johnston,P,BUF,4,0,0,0,0,0,0,0
00-0033757,Robert Tonyan,TE,KC,4,0,0,0,0,0,0,0
00-0033787,Jake Elliott,K,PHI,4,0,0,0,0,0,0,0
00-0033857,JuJu Smith-Schuster,WR,KC,4,0,0,0,0,6,4,36
00-0033858,Jonnu Smith,TE,PIT,4,0,0,0,0,3,2,6
00-0033860,Davon Godchaux,DT,NO,4,0,0,0,0,0,0,0
00-0033868,Myles Garrett,DE,CLE,4,0,0,0,0,0,0,0
00-0033872,Jamal Adams,LB,LV,4,0,0,0,0,0,0,0
00-0033873,Patrick Mahomes,QB,KC,4,37,270,4,5,0,0,0
00-0033874,Marshon Lattimore,CB,WAS,4,0,0,0,0,0,0,0
00-0033875,Haason Reddick,OLB,TB,4,0,0,0,0,0,0,0
00-0033876,Derek Barnett,DE,HOU,4,0,0,0,0,0,0,0
00-0033877,Malik Hooker,FS,DAL,4,0,0,0,0,0,0,0
00-0033881,Evan Engram,TE,DEN,4,0,0,0,0,7,4,29
00-0033884,Tre'Davious White,CB,BUF,4,0,0,0,0,0,0,0
00-0033885,David Njoku,TE,CLE,4,0,0,0,0,3,2,11
00-0033886,T.J. Watt,OLB,PIT,4,0,0,0,0,0,0,0
00-0033890,Budda Baker,S,ARI,4,0,0,0,0,0,0,0
00-0033902,Tanoh Kpassagnon,DE,CHI,4,0,0,0,0,0,0,0
00-0033904,Dion Dawkins,OT,BUF,4,0,0,0,0,0,0,0
00-0033906,Alvin Kamara,RB,NO,4,0,0,15,70,5,4,2
00-0033907,Dawuane Smoot,DE,JAX,4,0,0,0,0,0,0,0
00-0033908,Cooper Kupp,WR,SEA,4,0,0,0,0,5,4,26
00-0033914,Alex Anzalone,MLB,DET,4,0,0,0,0,0,0,0
00-0033921,Chris Godwin Jr.,WR,TB,4,0,0,0,0,10,3,26
00-0033923,Kareem Hunt,RB,KC,4,0,0,13,34,1,1,13
00-0033928,Jourdan Lewis,CB,JAX,4,0,0,0,0,0,0,0
00-0033935,Trey Hendrickson,LB,CIN,4,0,0,0,0,0,0,0
00-0033941,Rayshawn Jenkins,DB,CLE,4,0,0,0,0,0,0,0
00-0033943,Josh Reynolds,WR,NYJ,4,0,0,0,0,2,0,0
00-0033945,Samson Ebukam,DE,IND,4,0,0,0,0,0,0,0
00-0033949,Joshua Dobbs,QB,NE,4,1,0,3,-2,0,0,0
00-0033952,Grover Stewart,DT,IND,4,0,0,0,0,0,0,0
00-0033955,Jeremy McNichols,RB,WAS,4,0,0,2,3,2,1,0
00-0034160,Michael Dickson,P,SEA,4,0,0,0,0,0,0,0
00-0034161,Daniel Carlson,K,LV,4,0,0,0,0,0,0,0
00-0034162,J.K. Scott,P,LAC,4,0,0,0,0,0,0,0
00-0034163,Jacob Martin,DE,WAS,4,0,0,0,0,0,0,0
00-0034173,Eddy Pineiro,K,SF,4,0,0,0,0,0,0,0
00-0034203,Darious Williams,CB,LA,4,0,0,0,0,0,0,0
00-0034234,Poona Ford,DT,LA,4,0,0,0,0,0,0,0
00-0034264,Jalyn Holmes,DT,WAS,4,0,0,0,0,0,0,0
00-0034270,Tyler Conklin,TE,LAC,4,0,0,0,0,1,1,3
00-0034274,Parry Nickerson,CB,PHI,4,0,0,0,0,0,0,0
00-0034275,Foley Fatukasi,DT,HOU,4,0,0,0,0,0,0,0
00-0034277,DeShon Elliott,SAF,PIT,4,0,0,0,0,0,0,0
00-0034278,Tremon Smith,CB,HOU,4,0,0,0,0,0,0,0
00-0034285,Zach Sieler,DE,MIA,4,0,0,0,0,0,0,0
00-0034302,Frankie Luvu,LB,WAS,4,0,0,0,0,0,0,0
00-0034333,Daron Payne,NT,WAS,4,0,0,0,0,0,0,0
00-0034342,Quenton Nelson,G,IND,4,0,0,0,0,0,0,0
00-0034348,Courtland Sutton,WR,DEN,4,0,0,0,0,6,5,81
00-0034350,Uchenna Nwosu,LB,SEA,4,0,0,0,0,0,0,0
00-0034351,Dallas Goedert,TE,PHI,4,0,0,0,0,4,4,37
00-0034355,M.J. Stewart,SAF,HOU,4,0,0,0,0,0,0,0
00-0034356,Donte Jackson,CB,LAC,4,0,0,0,0,0,0,0
00-0034357,Isaiah Oliver,FS,NYJ,4,0,0,0,0,0,0,0
00-0034361,Justin Reid,S,NO,4,0,0,0,0,0,0,0
00-0034365,Ian Thomas,TE,LV,4,0,0,0,0,0,0,0
00-0034371,Da'Shawn Hand,DE,LAC,4,0,0,0,0,0,0,0
00-0034373,Dorance Armstrong,DE,WAS,4,0,0,0,0,0,0,0
00-0034376,Taron Johnson,CB,BUF,4,0,0,0,0,0,0,0
00-0034381,Josh Sweat,LB,ARI,4,0,0,0,0,0,0,0
00-0034383,Dalton Schultz,TE,HOU,4,0,0,0,0,6,5,30
00-0034384,D.J. Reed,CB,DET,4,0,0,0,0,0,0,0
00-0034397,Tim Settle,DT,HOU,4,0,0,0,0,0,0,0
00-0034399,Wyatt Teller,G,CLE,4,0,0,0,0,0,0,0
00-0034407,Ray-Ray McCloud,WR,ATL,4,0,0,0,0,2,1,-7
00-0034413,Foye Oluokun,LB,JAX,4,0,0,0,0,0,0,0
00-0034431,Zaire Franklin,OLB,IND,4,0,0,0,0,0,0,0
00-0034437,Logan Cooke,P,JAX,4,0,0,0,0,0,0,0
00-0034465,Jeremy Reaves,DB,WAS,4,0,0,0,0,0,0,0
00-0034473,Dennis Gardeck,LB,JAX,4,0,0,0,0,0,0,0
00-0034485,Jonathan Owens,SAF,CHI,4,0,0,0,0,0,0,0
00-0034488,Tavierre Thomas,SAF,MIN,4,0,0,0,0,0,0,0
00-0034521,Allen Lazard,WR,NYJ,4,0,0,0,0,1,1,8
00-0034573,Charvarius Ward,CB,IND,4,0,0,0,0,0,0,0
00-0034577,Kyle Allen,QB,DET,4,0,0,2,-2,0,0,0
00-0034639,Mike Ford,DB,ATL,4,0,0,0,0,0,0,0
00-0034673,Tremaine Edmunds,MLB,CHI,4,0,0,0,0,0,0,0
00-0034675,Jessie Bates,FS,ATL,4,0,0,0,0,0,0,0
00-0034720,Robert Spillane,LB,NE,4,0,0,0,0,0,0,0
00-0034721,Corey Bojorquez,P,CLE,4,0,0,0,0,0,0,0
00-0034753,Mark Andrews,TE,BAL,4,0,0,0,0,8,7,30
00-0034754,Oren Burks,ILB,CIN,4,0,0,0,0,0,0,0
00-0034760,Nathan Shepherd,DE,NO,4,0,0,0,0,0,0,0
00-0034773,Vita Vea,DT,TB,4,0,0,0,0,0,0,0
00-0034775,Christian Kirk,WR,HOU,4,0,0,0,0,4,3,20
00-0034778,Carlton Davis III,CB,NE,4,0,0,0,0,0,0,0
00-0034780,Isaac Yiadom,CB,NO,4,0,0,0,0,0,0,0
00-0034782,Harrison Phillips,DT,NYJ,4,0,0,0,0,0,0,0
00-0034789,Minkah Fitzpatrick,FS,MIA,4,0,0,0,0,0,0,0
00-0034790,Derwin James,FS,LAC,4,0,0,0,0,0,0,0
00-0034791,Nick Chubb,RB,HOU,4,0,0,13,47,2,2,15
00-0034792,Cornell Armstrong,DB,MIA,4,0,0,0,0,0,0,0
00-0034796,Lamar Jackson,QB,BAL,4,20,147,6,48,0,0,0
00-0034797,Jerome Baker,OLB,CLE,4,0,0,0,0,0,0,0
00-0034800,B.J. Hill,DE,CIN,4,0,0,0,0,0,0,0
00-0034805,John Franklin-Myers,DE,DEN,4,0,0,0,0,0,0,0
00-0034810,Sebastian Joseph-Day,DT,TEN,4,0,0,0,0,0,0,0
00-0034815,Fred Warner,MLB,SF,4,0,0,0,0,0,0,0
00-0034825,Arden Key,DE,TEN,4,0,0,0,0,0,0,0
00-0034827,DJ Moore,WR,CHI,4,0,0,0,0,5,4,38
00-0034828,Harold Landry III,LB,NE,4,0,0,0,0,0,0,0
00-0034829,Mike Gesicki,TE,CIN,4,0,0,0,0,1,1,8
00-0034832,Bradley Chubb,OLB,MIA,4,0,0,0,0,0,0,0
00-0034837,Calvin Ridley,WR,TEN,4,0,0,0,0,3,2,30
00-0034843,Mike Hughes,CB,ATL,4,0,0,0,0,0,0,0
00-0034844,Saquon Barkley,RB,PHI,4,0,0,19,43,4,4,31
00-0034855,Baker Mayfield,QB,TB,4,40,289,2,13,0,0,0
00-0034856,Denzel Ward,CB,CLE,4,0,0,0,0,0,0,0
00-0034857,Josh Allen,QB,BUF,4,22,209,7,45,0,0,0
00-0034869,Sam Darnold,QB,SEA,4,26,242,1,24,0,0,0
00-0034874,Roquan Smith,ILB,BAL,4,0,0,0,0,0,0,0
00-0034960,Jakobi Meyers,WR,LV,4,0,0,0,0,7,4,30
00-0034967,Rashan Gary,LB,GB,4,0,0,0,0,0,0,0
00-0034968,Darnell Savage,SAF,WAS,4,0,0,0,0,0,0,0
00-0034973,Maxx Crosby,DE,LV,4,0,0,0,0,0,0,0
00-0034974,Julian Love,SAF,SEA,4,0,0,0,0,0,0,0
00-0034975,Justice Hill,RB,BAL,4,0,0,3,76,6,5,41
00-0034983,Hunter Renfrow,WR,CAR,4,0,0,0,0,2,2,10
00-0034987,E.J. Speed,LB,HOU,4,0,0,0,0,0,0,0
00-0034993,Marcus Epps,SAF,PHI,4,0,0,0,0,0,0,0
00-0035020,Demetrius Flannigan-Fowles,LB,NYG,4,0,0,0,0,0,0,0
00-0035021,Ashton Dulin,WR,IND,4,0,0,1,7,1,1,11
00-0035042,Jamie Gillan,P,NYG,4,0,0,0,0,0,0,0
00-0035100,Jake Browning,QB,CIN,4,25,125,3,4,0,0,0
00-0035133,Keisean Nixon,DB,GB,4,0,0,0,0,0,0,0
00-0035142,Ugo Amadi,CB,NO,4,0,0,0,0,0,0,0
00-0035144,Mack Wilson,LB,ARI,4,0,0,0,0,0,0,0
00-0035156,Jack Fox,P,DET,4,0,0,0,0,0,0,0
00-0035157,Darius Harris,LB,NE,4,0,0,0,0,0,0,0
00-0035166,Azeez Al-Shaair,LB,HOU,4,0,0,0,0,0,0,0
00-0035190,AJ Cole,P,LV,4,0,0,0,0,0,0,0
00-0035192,Joey Slye,K,TEN,4,0,0,0,0,0,0,0
00-0035202,Del'Shawn Phillips,LB,LAC,4,0,0,0,0,0,0,0
00-0035208,Olamide Zaccheaus,WR,CHI,4,0,0,0,0,6,5,41
00-0035228,Kyler Murray,QB,ARI,4,41,200,5,41,0,0,0
00-0035229,T.J. Hockenson,TE,MIN,4,0,0,0,0,5,4,39
00-0035234,Tytus Howard,OT,HOU,4,0,0,0,0,0,0,0
00-0035236,Byron Murphy,CB,MIN,4,0,0,0,0,0,0,0
00-0035242,Erik McCoy,C,NO,4,0,0,0,0,0,0,0
00-0035243,Miles Sanders,RB,DAL,4,0,0,2,8,2,2,17
00-0035248,Zach Allen,DE,DEN,4,0,0,0,0,0,0,0
00-0035249,Josh Oliver,TE,MIN,4,0,0,0,0,1,0,0
00-0035250,Devin Singletary,RB,NYG,4,0,0,7,28,0,0,0
00-0035254,Anthony Nelson,LB,TB,4,0,0,0,0,0,0,0
00-0035258,Hjalte Froholdt,G,ARI,4,0,0,0,0,0,0,0
00-0035261,Tony Pollard,RB,TEN,4,0,0,14,64,3,3,12
00-0035262,Drue Tranquill,LB,KC,4,0,0,0,0,0,0,0
00-0035269,Matt Gay,K,WAS,4,0,0,0,0,0,0,0
00-0035277,Mike Jackson,CB,CAR,4,0,0,0,0,0,0,0
00-0035279,Charles Omenihu,DE,KC,4,0,0,0,0,0,0,0
00-0035280,Jake Bailey,P,MIA,4,0,0,0,0,0,0,0
00-0035286,Cole Holcomb,LB,PIT,4,0,0,0,0,0,0,0
00-0035289,Gardner Minshew,QB,KC,4,0,0,2,-3,0,0,0
00-0035298,Scott Miller,WR,PIT,4,0,0,0,0,1,0,0
00-0035301,Donovan Wilson,SAF,DAL,4,0,0,0,0,0,0,0
00-0035316,Kaden Elliss,LB,ATL,4,0,0,0,0,0,0,0
00-0035352,Tyrel Dodson,LB,MIA,4,0,0,0,0,0,0,0
00-0035357,Cam Lewis,CB,BUF,4,0,0,0,0,0,0,0
00-0035358,Chase McLaughlin,K,TB,4,0,0,0,0,0,0,0
00-0035378,Andrew Wingard,SAF,JAX,4,0,0,0,0,0,0,0
00-0035402,Carl Granderson,DE,NO,4,0,0,0,0,0,0,0
00-0035409,Shy Tuttle,DT,TEN,4,0,0,0,0,0,0,0
00-0035413,Luke Gifford,LB,SF,4,0,0,0,0,0,0,0
00-0035500,Greg Dortch,WR,ARI,4,0,0,1,4,5,4,35
00-0035525,Devin Bush,LB,CLE,4,0,0,0,0,0,0,0
00-0035526,Elgton Jenkins,C,GB,4,0,0,0,0,0,0,0
00-0035535,Darius Slayton,WR,NYG,4,0,0,0,0,4,3,44
00-0035537,Ty Johnson,RB,BUF,4,0,0,1,0,0,0,0
00-0035567,Craig Reynolds,RB,DET,4,0,0,0,0,0,0,0
00-0035617,Troy Reeder,LB,LA,4,0,0,0,0,0,0,0
00-0035625,Juan Thornhill,SAF,PIT,4,0,0,0,0,0,0,0
00-0035629,Jonah Williams,OT,ARI,4,0,0,0,0,0,0,0
00-0035632,Amani Hooker,SAF,TEN,4,0,0,0,0,0,0,0
00-0035637,Rock Ya-Sin,CB,DET,4,0,0,0,0,0,0,0
00-0035640,DK Metcalf,WR,PIT,4,0,0,0,0,5,5,126
00-0035642,Josh Hines-Allen,DE,JAX,4,0,0,0,0,0,0,0
00-0035643,Jeffery Simmons,DT,TEN,4,0,0,0,0,0,0,0
00-0035645,Gunner Olszewski,WR,NYG,4,0,0,0,0,0,0,0
00-0035647,Montez Sweat,DE,CHI,4,0,0,0,0,0,0,0
00-0035662,Marquise Brown,WR,KC,4,0,0,0,0,5,3,38
00-0035663,Taylor Rapp,SAF,BUF,4,0,0,0,0,0,0,0
00-0035667,Greg Gaines,DT,TB,4,0,0,0,0,0,0,0
00-0035668,David Edwards,OT,BUF,4,0,0,0,0,0,0,0
00-0035669,Nick Scott,SAF,CAR,4,0,0,0,0,0,0,0
00-0035672,Cody Barton,LB,TEN,4,0,0,0,0,0,0,0
00-0035674,Jerry Tillery,DT,KC,4,0,0,0,0,0,0,0
00-0035676,A.J. Brown,WR,PHI,4,0,0,0,0,9,2,7
00-0035678,Dre'Mont Jones,LB,TEN,4,0,0,0,0,0,0,0
00-0035683,Dexter Lawrence,DT,NYG,4,0,0,0,0,0,0,0
00-0035685,David Montgomery,RB,DET,4,0,0,9,12,1,0,0
00-0035687,Bobby Okereke,ILB,NYG,4,0,0,0,0,0,0,0
00-0035688,Trey Pipkins,OT,LAC,4,0,0,0,0,0,0,0
00-0035689,Dawson Knox,TE,BUF,4,0,0,0,0,1,0,0
00-0035697,Germaine Pratt,LB,LV,4,0,0,0,0,0,0,0
00-0035698,Chuma Edoga,OT,JAX,4,0,0,0,0,0,0,0
00-0035699,Jamel Dean,CB,TB,4,0,0,0,0,0,0,0
00-0035700,Josh Jacobs,RB,GB,4,0,0,22,86,4,4,71
00-0035705,Jalen Thompson,DB,ARI,4,0,0,0,0,0,0,0
00-0035707,Devin White,LB,LV,4,0,0,0,0,0,0,0
00-0035710,Daniel Jones,QB,IND,4,33,262,1,-1,0,0,0
00-0035713,Brian Burns,LB,NYG,4,0,0,0,0,0,0,0
00-0035718,Quinnen Williams,DT,NYJ,4,0,0,0,0,0,0,0
00-0035719,Deebo Samuel Sr.,WR,WAS,4,0,0,3,9,6,6,72
00-0035795,James Pierre,CB,PIT,4,0,0,0,0,0,0,0
00-0035821,Corliss Waitman,P,PIT,4,0,0,0,0,0,0,0
00-0035827,Ross Matiscik,LS,JAX,4,0,0,0,0,0,0,0
00-0035859,Blake Gillikin,P,ARI,4,0,0,0,0,0,0,0
00-0035889,Tommy Townsend,P,HOU,4,0,0,0,0,0,0,0
00-0035890,Tershawn Wharton,DE,CAR,4,0,0,0,0,0,0,0
00-0035895,Joe Bachie,LB,IND,4,0,0,0,0,0,0,0
00-0035942,Christian Rozeboom,LB,CAR,4,0,0,0,0,0,0,0
00-0036040,Juwan Johnson,TE,NO,4,0,0,0,0,3,3,28
00-0036123,Brandon Walton,OT,CAR,4,0,0,0,0,0,0,0
00-0036124,Khalil Dorsey,CB,DET,4,0,0,0,0,0,0,0
00-0036139,Rico Dowdle,RB,CAR,4,0,0,9,32,1,1,-2
00-0036151,Bryce Huff,DE,SF,4,0,0,0,0,0,0,0
00-0036158,J.K. Dobbins,RB,DEN,4,0,0,16,101,1,1,4
00-0036159,Joshua Uche,LB,PHI,4,0,0,0,0,0,0,0
00-0036181,Teair Tart,DT,LAC,4,0,0,0,0,0,0,0
00-0036182,Nick Westbrook-Ikhine,WR,MIA,4,0,0,0,0,1,1,1
00-0036192,A.J. Epenesa,LB,BUF,4,0,0,0,0,0,0,0
00-0036193,Anfernee Jennings,LB,NE,4,0,0,0,0,0,0,0
00-0036199,Geno Stone,SAF,CIN,4,0,0,0,0,0,0,0
00-0036212,Tua Tagovailoa,QB,MIA,4,25,177,3,6,0,0,0
00-0036220,Derrick Brown,DT,CAR,4,0,0,0,0,0,0,0
00-0036221,Brandon Jones,SAF,DEN,4,0,0,0,0,0,0,0
00-0036222,Isaiah Rodgers,CB,MIN,4,0,0,0,0,0,0,0
00-0036223,Jonathan Taylor,RB,IND,4,0,0,17,76,5,5,20
00-0036224,Jonathan Greenard,LB,MIN,4,0,0,0,0,0,0,0
00-0036231,Kyle Dugger,SAF,NE,4,0,0,0,0,0,0,0
00-0036244,Colby Parkinson,TE,LA,4,0,0,0,0,2,2,17
00-0036252,Michael Pittman,WR,IND,4,0,0,0,0,10,5,41
00-0036256,Colton McKivitz,OT,SF,4,0,0,0,0,0,0,0
00-0036258,Jonah Jackson,G,CHI,4,0,0,0,0,0,0,0
00-0036259,Jauan Jennings,WR,SF,4,0,0,0,0,4,2,24
00-0036260,Javon Kinlaw,DT,WAS,4,0,0,0,0,0,0,0
00-0036262,DaVon Hamilton,DT,JAX,4,0,0,0,0,0,0,0
00-0036264,Jordan Love,QB,GB,4,43,337,3,28,0,0,0
00-0036265,AJ Dillon,RB,PHI,4,0,0,3,17,0,0,0
00-0036266,Jordan Elliott,DT,SF,4,0,0,0,0,0,0,0
00-0036274,Jeff Okudah,CB,MIN,4,0,0,0,0,0,0,0
00-0036275,D'Andre Swift,RB,CHI,4,0,0,14,38,6,4,22
